movie_id,title,genre,budget,production_house,release_year,duration_mins,language,imdb_rating,popularity_score
1670,Major Here,Comedy,85103098,Paramount Pictures,2020,169,Korean,9.3,96
1671,Five I,Thriller,174936280,Marvel Studios,2006,164,Hindi,6.6,43
1672,Collection Policy,Horror,133258688,MGM Studios,2000,132,English,6.5,69
1673,Sport Number,Drama,159932633,MGM Studios,2015,155,French,5.7,78
1674,Including Gas,Comedy,223952053,Walt Disney,2011,108,French,9.2,11
1675,Response Career,Comedy,212339996,Lionsgate Films,2020,105,French,6.8,4
1676,Various Check,Thriller,13413220,Paramount Pictures,2025,106,Korean,5.2,8
1677,Direction Structure,Documentary,90145359,Universal Studios,2003,115,Spanish,7.6,62
1678,Section Lot,Action,299463688,Legendary,2012,173,Hindi,7.4,16
1679,Lose Reduce,Drama,66759217,Marvel Studios,2012,180,Tamil,7.5,39
1680,More Week,Documentary,214062903,Legendary,2010,162,Hindi,8.7,96
1681,Whose Field,Drama,209628257,Marvel Studios,2011,176,Korean,5.5,25
1682,Eat Or,Comedy,247965715,Legendary,2023,154,Spanish,7.7,39
1683,Current Particular,Action,116551562,Sony Pictures,2018,113,Spanish,8.7,11
1684,Effort Alone,Comedy,98453919,Sony Pictures,2022,129,French,6.0,59
1685,Box New,Comedy,221116008,Paramount Pictures,2021,83,Korean,7.9,71
1686,Congress Between,Thriller,118279891,DC,2007,156,English,4.7,50
1687,Partner Author,Comedy,92165116,DC,2025,178,Spanish,4.6,52
1688,Decide Operation,Thriller,147087221,MGM Studios,2001,177,English,5.5,30
1689,Back Common,Romance,146973509,Warner Bros,2015,165,Korean,8.7,85
1690,Begin Quickly,Thriller,147905043,Lionsgate Films,2025,92,Hindi,4.7,73
1691,Reason Try,Romance,48572616,Universal Studios,2002,135,Korean,7.5,5
1692,Though Close,Comedy,135778975,Lionsgate Films,2002,93,Korean,4.6,37
1693,Itself That,Comedy,14376290,Universal Studios,2009,163,Tamil,9.0,5
1694,Energy Arm,Drama,285346615,Lionsgate Films,2013,133,English,6.5,70
1695,Industry Live,Action,39844606,MGM Studios,2019,85,Tamil,6.0,16
1696,Seat Pressure,Thriller,139414425,Lionsgate Films,2023,122,Hindi,7.3,20
1697,Author Nearly,Action,113490492,DC,2006,89,Korean,4.8,62
1698,After Nice,Comedy,261738587,MGM Studios,2003,106,Spanish,6.4,11
1699,Series Ahead,Sci-Fi,258994618,Walt Disney,2022,91,Korean,5.1,18
1700,Democratic Allow,Comedy,167127760,Universal Studios,2004,118,Korean,7.8,1
1701,Price Pay,Drama,280577956,Lionsgate Films,2025,163,English,5.9,16
1702,Him Move,Drama,287483820,Paramount Pictures,2020,118,Hindi,5.2,63
1703,Open Oil,Comedy,115421559,Sony Pictures,2015,145,Hindi,7.0,38
1704,Main Box,Horror,101675264,MGM Studios,2002,110,Spanish,8.4,11
1705,Be Fight,Action,269068789,Marvel Studios,2019,94,French,9.4,16
1706,True Bank,Romance,91902591,Warner Bros,2020,99,English,6.2,7
1707,Participant Camera,Comedy,128489980,Walt Disney,2010,107,Hindi,4.8,77
1708,Knowledge Environment,Horror,100614305,Sony Pictures,2002,132,Spanish,5.8,45
1709,Stand Sister,Sci-Fi,90775927,DC,2005,176,French,7.0,40
1710,Enter Think,Comedy,2082654,Legendary,2020,126,Hindi,6.9,9
1711,Back Couple,Documentary,292415403,MGM Studios,2022,158,Hindi,7.1,46
1712,Blue Even,Horror,210608757,MGM Studios,2009,144,Spanish,9.4,77
1713,Keep Single,Thriller,32328728,Universal Studios,2011,93,Spanish,9.5,90
1714,Perhaps Near,Sci-Fi,233296470,Paramount Pictures,2011,164,Korean,5.5,47
1715,Analysis Ten,Romance,79192320,Legendary,2014,161,French,4.9,20
1716,The Relate,Horror,218007161,Legendary,2024,163,Hindi,6.5,4
1717,Time Reality,Romance,206504296,Universal Studios,2015,82,French,4.7,38
1718,Part Newspaper,Romance,60717008,Warner Bros,2000,128,Spanish,7.7,54
1719,Note Training,Drama,140949905,Universal Studios,2025,169,Spanish,6.7,14
1720,See Start,Action,2841672,Sony Pictures,2013,149,Spanish,4.8,35
1721,Involve Move,Comedy,261844894,Legendary,2017,98,English,6.9,22
1722,Participant Past,Thriller,270241940,Walt Disney,2003,124,French,5.3,30
1723,Health Own,Drama,297467739,Legendary,2005,102,Spanish,5.3,2
1724,Everyone Various,Romance,253888992,DC,2004,147,Tamil,6.3,78
1725,Even Travel,Romance,18152908,Universal Studios,2008,91,English,8.1,71
1726,Control Music,Romance,243864898,MGM Studios,2025,94,Tamil,6.4,14
1727,Network American,Comedy,133217723,DC,2021,83,Hindi,5.5,100
1728,Role Foreign,Documentary,79178553,Legendary,2024,162,Spanish,7.5,1
1729,Ability Treatment,Horror,156299739,Walt Disney,2020,169,French,6.3,63
1730,You Quickly,Action,250302054,Lionsgate Films,2007,83,Tamil,9.1,3
1731,Raise Moment,Comedy,13739748,Marvel Studios,2003,159,Hindi,9.1,92
1732,Together Walk,Sci-Fi,131236725,Marvel Studios,2002,158,Hindi,8.9,17
1733,Left Work,Comedy,142002173,Marvel Studios,2015,151,Korean,8.5,37
1734,Mission Religious,Drama,296602563,Universal Studios,2005,90,French,7.0,72
1735,Four Space,Thriller,13118689,Sony Pictures,2007,176,Hindi,7.0,72
1736,Role Stage,Action,123054644,Paramount Pictures,2017,154,English,7.8,13
1737,Area Wear,Thriller,239710406,Marvel Studios,2007,172,Korean,7.5,2
1738,Turn Fine,Sci-Fi,179205543,Lionsgate Films,2010,124,Korean,8.4,76
1739,Fund Sea,Romance,12196908,Lionsgate Films,2024,115,Tamil,7.4,95
1740,Involve Heavy,Action,226003597,MGM Studios,2013,152,French,4.7,39
1741,Site Manage,Sci-Fi,83262686,Lionsgate Films,2019,149,Korean,4.6,9
1742,Reveal Station,Action,209578268,DC,2013,138,Tamil,5.7,97
1743,Represent Religious,Romance,200315823,Paramount Pictures,2001,90,Korean,6.1,57
1744,Player Animal,Horror,51054311,Warner Bros,2013,164,Spanish,4.8,76
1745,The Recognize,Action,76169131,DC,2007,161,English,7.1,25
1746,Population Within,Documentary,214926020,MGM Studios,2019,100,French,7.6,51
1747,Identify Nature,Romance,145607924,Marvel Studios,2014,179,Korean,8.8,24
1748,Find Spend,Sci-Fi,5912525,Lionsgate Films,2009,166,Tamil,5.7,19
1749,Last Entire,Romance,94474004,Warner Bros,2009,145,English,8.3,36
1750,Reflect Find,Comedy,244937605,Legendary,2009,94,French,6.2,32
1751,Mouth Could,Horror,58988697,DC,2017,123,Hindi,6.8,75
1752,Full Party,Action,207251158,Legendary,2015,152,Korean,4.6,36
1753,It Over,Drama,199063820,Paramount Pictures,2001,110,Tamil,5.6,19
1754,Candidate Plan,Sci-Fi,157292064,DC,2005,108,English,6.1,69
1755,Model Do,Drama,283050898,Sony Pictures,2007,85,Hindi,4.6,18
1756,Friend Enter,Horror,211619821,Legendary,2022,159,Spanish,5.0,21
1757,Change Friend,Comedy,261582615,Marvel Studios,2005,156,Tamil,8.6,4
1758,Let Democratic,Romance,47714676,Sony Pictures,2014,149,Tamil,9.0,46
1759,Mouth Practice,Thriller,95539175,Sony Pictures,2012,157,Tamil,6.9,1
1760,Tell Represent,Horror,119804584,Legendary,2011,176,English,9.4,16
1761,Read Home,Thriller,85230452,Lionsgate Films,2001,118,Spanish,8.4,46
1762,Third Real,Action,100292425,Legendary,2001,133,English,7.9,7
1763,Act Table,Comedy,129505167,Warner Bros,2006,127,Spanish,5.6,78
1764,Station Chance,Documentary,46501218,MGM Studios,2001,80,English,7.7,24
1765,Growth Despite,Sci-Fi,232008528,Walt Disney,2012,98,Tamil,8.7,49
1766,Another Western,Romance,265263652,Walt Disney,2016,174,Hindi,6.3,77
1767,Edge Identify,Romance,2319286,Paramount Pictures,2018,159,Tamil,5.6,37
1768,Oil Almost,Sci-Fi,117605791,Legendary,2023,109,English,9.3,84
1769,Art Throw,Documentary,250899023,Lionsgate Films,2024,89,Hindi,6.2,38
1770,Ever Reduce,Documentary,155586531,Warner Bros,2014,81,French,5.1,38
1771,Music Especially,Sci-Fi,106125610,MGM Studios,2022,93,English,7.9,64
1772,Professor Study,Horror,226872420,Sony Pictures,2010,87,Hindi,5.4,61
1773,Total Score,Horror,36914771,Legendary,2000,180,Spanish,5.3,12
1774,Least Expect,Sci-Fi,256974728,Lionsgate Films,2001,132,French,4.9,93
1775,Cup Call,Action,84687258,Legendary,2007,88,French,5.1,62
1776,Hospital Between,Documentary,13906596,Sony Pictures,2020,141,French,6.6,43
1777,Wind Full,Thriller,73737032,Legendary,2006,167,Korean,5.1,46
1778,Home Mention,Drama,39446571,Legendary,2012,161,Spanish,8.1,83
1779,Risk Shoulder,Sci-Fi,223310231,Warner Bros,2015,90,English,5.9,20
1780,Window Role,Romance,104382617,Universal Studios,2001,83,French,5.7,44
1781,Democrat Western,Thriller,289768903,MGM Studios,2022,99,Tamil,8.0,10
1782,Energy Structure,Thriller,77880575,Marvel Studios,2013,124,Spanish,7.8,65
1783,His Choice,Horror,205005266,MGM Studios,2006,96,Korean,8.3,69
1784,Six Southern,Romance,56448835,Paramount Pictures,2021,150,Tamil,8.5,64
1785,Book Civil,Horror,184877490,MGM Studios,2002,123,Tamil,9.1,18
1786,War Attention,Action,51598784,Walt Disney,2024,115,French,8.9,50
1787,Son Administration,Sci-Fi,88868303,Sony Pictures,2012,117,Tamil,6.7,29
1788,Child Lay,Sci-Fi,35152323,Legendary,2015,103,Hindi,6.1,45
1789,Apply Buy,Thriller,134631001,Paramount Pictures,2011,166,Korean,6.1,97
1790,Real Effect,Horror,252932937,Sony Pictures,2008,147,Korean,7.1,76
1791,Term Box,Horror,86761226,Legendary,2008,153,Hindi,8.0,16
1792,Now Idea,Action,165726513,Sony Pictures,2020,97,Hindi,4.5,53
1793,Person Before,Drama,225845105,DC,2012,148,Hindi,8.8,19
1794,Career Group,Action,227399226,Legendary,2024,137,Korean,8.1,23
1795,Audience Both,Thriller,172571426,Universal Studios,2019,136,Spanish,8.4,33
1796,More Consider,Romance,75347516,Walt Disney,2004,153,English,6.0,85
1797,Recently Manage,Sci-Fi,3346323,Legendary,2004,180,Tamil,6.0,64
1798,Fall Allow,Documentary,296334761,Universal Studios,2009,124,Korean,8.1,60
1799,Particularly Item,Drama,201564403,Walt Disney,2016,117,French,7.8,59
1800,Hear Peace,Action,110313248,Warner Bros,2020,158,Spanish,5.2,38
1801,Edge Suggest,Documentary,299232097,Legendary,2024,111,Tamil,6.7,94
1802,Cost Look,Drama,31118611,MGM Studios,2022,170,Hindi,6.1,92
1803,Office None,Horror,263120599,Sony Pictures,2024,173,Korean,4.6,26
1804,Employee Reality,Horror,118955747,Legendary,2025,146,Korean,5.5,15
1805,Mission First,Comedy,75259064,Legendary,2000,86,French,7.9,38
1806,Little Let,Romance,68914270,Sony Pictures,2008,178,Spanish,5.5,97
1807,Generation Tough,Thriller,228021020,Paramount Pictures,2021,153,Korean,4.6,66
1808,Common Public,Drama,291048455,MGM Studios,2012,143,French,8.2,11
1809,Open Everyone,Thriller,205650141,Universal Studios,2010,161,French,5.8,37
1810,Why Major,Horror,72447204,Universal Studios,2017,127,Korean,5.9,92
1811,When Personal,Action,62055445,Warner Bros,2004,113,Spanish,6.3,12
1812,Energy Book,Thriller,201897323,Universal Studios,2020,80,English,5.0,43
1813,Establish Firm,Romance,211187347,Walt Disney,2015,124,Spanish,8.1,91
1814,Institution Majority,Action,291389912,Universal Studios,2006,147,French,7.0,82
1815,Record Research,Action,154459855,Marvel Studios,2020,88,English,5.9,35
1816,Camera Base,Thriller,35292296,DC,2012,129,Spanish,6.2,88
1817,Allow Meet,Thriller,178260137,Warner Bros,2016,161,French,5.0,66
1818,Course Big,Thriller,257254831,Marvel Studios,2014,120,Hindi,7.0,26
1819,Read Better,Action,7454397,Walt Disney,2012,146,Hindi,6.4,58
1820,Dinner Lawyer,Comedy,262487413,Paramount Pictures,2017,113,English,5.0,78
1821,Race Address,Action,84090293,Paramount Pictures,2025,164,English,6.5,78
1822,Commercial Beat,Thriller,260702089,Walt Disney,2013,91,English,6.3,50
1823,Wall Travel,Horror,278755045,Sony Pictures,2003,90,Spanish,7.4,50
1824,Employee Than,Documentary,192259106,MGM Studios,2023,171,Spanish,5.5,26
1825,Cup Former,Drama,223169647,Walt Disney,2015,85,French,6.1,4
1826,Become Recognize,Sci-Fi,288929097,Warner Bros,2011,104,Hindi,6.3,70
1827,Policy See,Comedy,187711629,Sony Pictures,2010,136,French,5.2,48
1828,Identify Bag,Thriller,196821535,Warner Bros,2007,154,French,7.5,98
1829,Herself Development,Drama,152552573,Legendary,2012,131,French,5.2,60
1830,Yourself International,Documentary,180932868,Lionsgate Films,2001,88,French,6.2,35
1831,Certain By,Horror,230650285,Lionsgate Films,2015,157,Tamil,4.5,100
1832,Rich Spring,Thriller,4468225,Legendary,2025,145,Hindi,5.5,60
1833,Couple Court,Drama,258155719,Sony Pictures,2013,155,Spanish,8.6,29
1834,Sound Itself,Romance,171003280,Walt Disney,2020,127,French,8.1,22
1835,Among Station,Sci-Fi,68528656,Lionsgate Films,2011,118,Korean,5.0,31
1836,Such Large,Action,293255615,Paramount Pictures,2006,80,Spanish,9.1,61
1837,Bed During,Drama,5280341,Paramount Pictures,2024,108,Spanish,8.8,22
1838,Happen Decade,Documentary,256075863,Paramount Pictures,2014,175,English,5.1,98
1839,Car Glass,Romance,76273893,DC,2004,168,French,6.9,65
1840,Ahead Adult,Horror,107525678,Universal Studios,2024,157,English,4.5,11
1841,Billion Authority,Drama,40290016,Universal Studios,2004,171,Hindi,5.2,38
1842,View Require,Romance,263454619,Warner Bros,2021,86,Hindi,8.2,62
1843,Rock Success,Documentary,253141992,Walt Disney,2024,159,French,9.0,16
1844,Car Until,Documentary,59162677,Sony Pictures,2011,170,Spanish,6.7,99
1845,Serious Economic,Horror,217163489,Paramount Pictures,2013,117,English,7.5,93
1846,Culture Use,Horror,282328504,Warner Bros,2006,116,Hindi,4.6,79
1847,Recently Nearly,Sci-Fi,82786452,Legendary,2009,97,French,6.4,92
1848,Program That,Sci-Fi,106375231,Paramount Pictures,2019,105,French,5.4,12
1849,Also Class,Comedy,139712801,Warner Bros,2019,170,English,6.8,47
1850,Social Attention,Romance,257753549,Warner Bros,2013,86,English,6.2,82
1851,Game Last,Comedy,45354141,DC,2001,175,French,5.0,9
1852,Have Tend,Horror,82277985,Sony Pictures,2000,83,Spanish,4.7,52
1853,Outside Standard,Sci-Fi,113171073,Marvel Studios,2014,123,Spanish,6.8,72
1854,Stuff Explain,Thriller,119464354,DC,2009,144,Spanish,8.1,46
1855,Most Visit,Documentary,48920466,MGM Studios,2005,93,Hindi,7.4,61
1856,Drop Firm,Comedy,136371521,Sony Pictures,2007,170,Spanish,9.1,82
1857,Simply American,Horror,153273326,Warner Bros,2025,99,English,8.9,12
1858,American Clear,Documentary,75468863,Sony Pictures,2013,126,Tamil,8.4,19
1859,Number Civil,Romance,211907263,Lionsgate Films,2010,113,Spanish,9.0,93
1860,New Find,Documentary,70007072,Marvel Studios,2000,85,English,7.9,95
1861,Former Continue,Drama,12162146,Lionsgate Films,2012,165,English,4.9,86
1862,Cold No,Horror,10378073,DC,2002,155,English,7.3,44
1863,Glass Fight,Romance,112922277,Legendary,2015,94,Korean,9.3,26
1864,Least Four,Action,107379609,Warner Bros,2010,133,French,9.0,49
1865,Add Decision,Thriller,7906025,Walt Disney,2001,87,French,4.7,7
1866,Work Career,Thriller,36415495,Lionsgate Films,2014,146,English,8.1,40
1867,Blood Whether,Action,94141827,Lionsgate Films,2020,109,Hindi,8.0,36
1868,Way Film,Comedy,180907006,Lionsgate Films,2019,176,Tamil,7.6,7
1869,Give Affect,Thriller,27504744,Marvel Studios,2022,108,French,6.7,55
1870,Forward Maintain,Comedy,131159791,Sony Pictures,2012,101,Spanish,9.1,4
1871,Head True,Comedy,76339378,Legendary,2021,161,Korean,7.1,45
1872,Must Team,Romance,247350697,Marvel Studios,2024,138,English,8.9,92
1873,Treat Arm,Thriller,40540616,Walt Disney,2001,124,French,7.2,28
1874,Teach Example,Thriller,5491993,MGM Studios,2013,143,Tamil,7.5,80
1875,Answer Scientist,Romance,75897873,Walt Disney,2017,154,English,8.2,18
1876,Common Trial,Horror,125973089,Paramount Pictures,2013,173,Hindi,7.7,97
1877,Exactly Animal,Comedy,218720505,Paramount Pictures,2013,141,French,8.8,66
1878,Treat Institution,Documentary,258008822,Sony Pictures,2004,164,Spanish,7.2,28
1879,Physical My,Horror,127802208,Sony Pictures,2017,147,French,7.8,4
1880,Music Maintain,Comedy,213875898,Legendary,2014,131,Tamil,7.5,24
1881,Business Town,Horror,233065351,Sony Pictures,2014,145,French,7.1,73
1882,Task Trial,Thriller,241274571,Sony Pictures,2002,130,Hindi,5.3,71
1883,Environment We,Action,250000489,Marvel Studios,2018,154,Tamil,8.5,73
1884,Business Trade,Comedy,73788454,DC,2010,159,Korean,6.9,20
1885,Them Speech,Horror,174256870,MGM Studios,2015,128,Hindi,4.6,25
1886,Instead Design,Sci-Fi,286723285,Universal Studios,2010,83,English,9.1,38
1887,Improve Institution,Comedy,237661690,Walt Disney,2024,129,Hindi,6.9,75
1888,Seven While,Thriller,38565400,Legendary,2018,125,Korean,6.3,12
1889,Enough Subject,Documentary,44099355,Walt Disney,2009,147,Korean,4.7,84
1890,Bar Environmental,Sci-Fi,24400532,Universal Studios,2022,157,Tamil,5.8,77
1891,Husband Newspaper,Drama,281704567,Paramount Pictures,2017,142,Hindi,7.7,7
1892,College Success,Thriller,9944437,Legendary,2018,105,English,5.1,94
1893,Surface Continue,Drama,183479954,Universal Studios,2002,162,Spanish,6.5,81
1894,Poor Catch,Action,265896193,Marvel Studios,2005,153,English,6.5,83
1895,Evidence Senior,Sci-Fi,81119856,Legendary,2005,109,Tamil,6.5,27
1896,Best Generation,Comedy,9416682,Sony Pictures,2005,85,English,8.4,64
1897,Until Surface,Thriller,11637002,Legendary,2025,113,Tamil,9.0,84
1898,Class Computer,Horror,75567516,Marvel Studios,2022,153,Korean,6.3,61
1899,Control Trade,Romance,14358748,DC,2015,180,French,5.0,83
1900,Culture Look,Romance,164786179,Sony Pictures,2021,156,Hindi,9.0,87
1901,College Hard,Documentary,138284427,Universal Studios,2023,128,Spanish,9.0,27
1902,How He,Sci-Fi,164170577,Marvel Studios,2011,108,Hindi,6.2,9
1903,End Me,Romance,205449691,Sony Pictures,2017,148,French,8.6,46
1904,Interest Single,Thriller,144703148,Lionsgate Films,2006,180,Hindi,7.3,30
1905,Budget Brother,Sci-Fi,294685897,Sony Pictures,2020,100,Korean,8.7,28
1906,Himself Expert,Horror,211258528,Marvel Studios,2016,120,Tamil,5.3,85
1907,In Character,Documentary,254812311,DC,2016,140,English,9.1,78
1908,Charge Forward,Romance,131837152,Legendary,2024,163,Korean,8.4,79
1909,Important Hear,Thriller,136196041,Marvel Studios,2007,173,Korean,9.5,89
1910,Lay Data,Sci-Fi,288533005,Universal Studios,2011,83,French,8.5,41
1911,Open Cause,Action,194906042,Universal Studios,2019,102,Spanish,5.8,60
1912,However Else,Drama,5397269,Universal Studios,2014,105,Hindi,5.4,98
1913,Person Institution,Thriller,25523404,Paramount Pictures,2014,109,French,7.0,19
1914,Especially Increase,Sci-Fi,145762453,DC,2021,160,French,4.5,72
1915,Exist Model,Action,35056750,Sony Pictures,2004,122,Spanish,9.5,15
1916,Avoid Note,Sci-Fi,21643519,Legendary,2022,169,French,4.5,44
1917,Investment Middle,Action,100316509,Lionsgate Films,2003,119,Tamil,6.2,9
1918,Upon Require,Drama,250105532,MGM Studios,2008,178,French,7.9,88
1919,New Soon,Thriller,121150053,Paramount Pictures,2019,177,Hindi,5.4,93
1920,List Season,Comedy,60955237,Legendary,2007,164,Hindi,7.4,36
1921,Smile Safe,Drama,216341611,DC,2005,138,Hindi,5.2,56
1922,Tend Course,Horror,99343287,DC,2003,168,English,7.1,64
1923,Into Fund,Thriller,284752230,Warner Bros,2017,171,French,6.3,38
1924,Administration Executive,Sci-Fi,44082291,Marvel Studios,2020,176,Korean,9.4,78
1925,Wide Room,Comedy,125634750,DC,2003,90,Korean,7.8,39
1926,Street Race,Sci-Fi,192920148,DC,2024,167,Tamil,7.9,90
1927,Dinner Future,Action,225347092,Legendary,2015,103,Spanish,8.7,54
1928,My Everybody,Documentary,108264844,Warner Bros,2014,112,Korean,5.0,18
1929,Show Game,Comedy,171435312,Paramount Pictures,2011,134,French,8.1,96
1930,Third Difficult,Drama,229385950,Marvel Studios,2003,102,Korean,4.6,33
1931,Your Finally,Comedy,275429083,Paramount Pictures,2012,100,English,7.4,8
1932,Current Wish,Horror,126650011,Walt Disney,2019,135,Tamil,4.6,31
1933,Shake Prevent,Sci-Fi,40596185,Sony Pictures,2023,143,English,6.1,5
1934,Within In,Sci-Fi,290831313,Legendary,2004,166,French,8.1,57
1935,Left Activity,Thriller,54664661,Legendary,2024,107,Hindi,8.4,100
1936,Not Task,Action,166665730,Lionsgate Films,2011,91,French,6.0,20
1937,Rate Laugh,Action,78980325,DC,2019,111,Korean,6.0,6
1938,Direction Conference,Drama,297877289,Legendary,2025,172,Tamil,5.0,33
1939,Question Behavior,Drama,254070563,DC,2024,127,Korean,6.4,24
1940,Language Door,Comedy,60162697,DC,2009,155,English,8.2,81
1941,Doctor Story,Romance,105197250,Walt Disney,2016,170,Tamil,7.7,32
1942,Side Feel,Horror,200990943,Warner Bros,2025,90,English,7.9,21
1943,No Successful,Documentary,260654465,Walt Disney,2021,162,English,6.1,53
1944,Cold Source,Drama,62574955,Paramount Pictures,2019,96,Korean,9.0,44
1945,Better Blue,Comedy,243619742,Warner Bros,2005,145,English,8.7,19
1946,Test Hundred,Comedy,29762962,Lionsgate Films,2015,109,Spanish,5.3,13
1947,Care Reach,Thriller,214175444,MGM Studios,2002,180,Hindi,6.7,87
1948,Marriage Drug,Documentary,234619095,Paramount Pictures,2003,178,English,6.3,73
1949,Allow Act,Documentary,262630026,Universal Studios,2014,162,Hindi,6.2,77
1950,Learn Gun,Comedy,201338804,Warner Bros,2001,112,Hindi,6.1,2
1951,Push Remain,Drama,4155943,Legendary,2024,162,Korean,8.2,67
1952,Design Tonight,Thriller,266411399,Lionsgate Films,2019,84,Tamil,8.2,40
1953,Decade Such,Sci-Fi,30683710,Legendary,2019,120,Spanish,6.5,98
1954,Do Cup,Horror,26356895,Warner Bros,2020,179,English,5.9,78
1955,Can For,Thriller,147642266,Sony Pictures,2021,168,Korean,7.9,39
1956,Possible Plant,Comedy,289014848,Legendary,2007,180,Korean,7.2,13
1957,Father Dream,Action,41542866,Warner Bros,2017,165,Tamil,6.7,10
1958,Interest Few,Action,169347727,Walt Disney,2007,111,Hindi,6.4,13
1959,Work Activity,Romance,86729203,Legendary,2000,92,Tamil,7.2,71
1960,Short Training,Drama,195165833,Warner Bros,2005,84,Spanish,8.2,88
1961,Edge Drive,Comedy,208627086,Lionsgate Films,2003,172,French,6.6,54
1962,Anything Still,Action,128538530,Lionsgate Films,2018,166,French,7.9,84
1963,On Agree,Documentary,132819530,Sony Pictures,2019,81,Korean,8.2,76
1964,Dinner Play,Romance,261968624,Sony Pictures,2015,103,English,4.7,46
1965,Leave Onto,Drama,44375146,Marvel Studios,2022,171,English,8.4,61
1966,Affect Will,Action,246216868,Walt Disney,2013,110,Hindi,7.3,4
1967,Need Rate,Sci-Fi,56941713,Legendary,2006,138,English,7.1,11
1968,Especially Feel,Comedy,44219884,MGM Studios,2008,162,Hindi,6.3,47
1969,Fact Address,Horror,254731071,Legendary,2019,130,Hindi,6.2,15
1970,Series Sense,Drama,244481440,Sony Pictures,2015,90,Tamil,6.7,94
1971,Common Near,Comedy,269986189,Lionsgate Films,2013,176,Tamil,8.7,31
1972,With Hand,Sci-Fi,216173569,Walt Disney,2004,174,Korean,8.3,49
1973,Risk Free,Documentary,293005591,Warner Bros,2000,127,Hindi,7.0,59
1974,Now Doctor,Comedy,106010439,Lionsgate Films,2016,141,French,5.9,6
1975,Cost Success,Drama,76049109,Warner Bros,2021,163,French,8.3,37
1976,Poor Stay,Horror,37962240,Marvel Studios,2009,180,Korean,8.9,23
1977,Else Major,Documentary,228774423,Warner Bros,2023,107,English,6.0,88
1978,Example Fall,Comedy,39449822,Paramount Pictures,2013,179,English,7.9,23
1979,Good Success,Comedy,202108227,Legendary,2009,145,Tamil,5.1,51
1980,Admit Interview,Horror,112244452,Sony Pictures,2008,141,English,8.7,50
1981,Tough Reflect,Sci-Fi,203458142,Lionsgate Films,2018,129,Spanish,7.1,62
1982,Free Reason,Action,117206038,Sony Pictures,2017,151,Tamil,4.5,36
1983,Report Pm,Thriller,262145472,MGM Studios,2020,109,Korean,8.1,89
1984,Indicate There,Comedy,185960299,MGM Studios,2005,175,Tamil,8.4,91
1985,Truth Reveal,Comedy,91015621,Paramount Pictures,2001,129,Hindi,7.5,36
1986,His Happy,Comedy,24451063,Marvel Studios,2001,128,French,9.2,19
1987,Child Surface,Comedy,44999798,Lionsgate Films,2014,101,Tamil,7.1,36
1988,Trade Miss,Documentary,67613441,Lionsgate Films,2006,82,English,7.2,58
1989,Only In,Horror,29684107,Paramount Pictures,2010,166,Korean,7.1,94
1990,Movie Rest,Romance,257121948,Marvel Studios,2018,158,Korean,7.6,8
1991,Husband Raise,Sci-Fi,87559653,Legendary,2003,142,English,5.1,70
1992,Girl Southern,Horror,181255292,Sony Pictures,2011,146,French,5.0,80
1993,It Employee,Comedy,6053651,Sony Pictures,2002,143,Tamil,7.7,88
1994,Ask Maybe,Sci-Fi,219174827,Warner Bros,2003,132,Tamil,8.6,22
1995,Produce Experience,Documentary,197775727,DC,2014,102,French,8.8,54
1996,Before Stuff,Comedy,225708612,MGM Studios,2009,157,Korean,5.6,72
1997,Water Official,Comedy,48609691,MGM Studios,2006,147,French,8.1,83
1998,Board Resource,Action,211433996,Lionsgate Films,2005,169,English,5.1,27
1999,First After,Action,269215923,Walt Disney,2013,143,Hindi,5.4,88
2000,Save Any,Drama,62696815,Sony Pictures,2007,168,Tamil,6.6,16
2001,Person Possible,Thriller,42275569,Paramount Pictures,2019,147,Hindi,5.8,5
2002,Ready Wrong,Action,167683540,MGM Studios,2001,111,Korean,7.9,77
2003,Develop Pay,Sci-Fi,159835159,DC,2016,179,Hindi,7.0,44
2004,Politics Name,Horror,126853287,MGM Studios,2018,150,English,5.3,36
2005,How Commercial,Thriller,83746385,Legendary,2010,179,Hindi,5.0,35
2006,Factor Nation,Comedy,99921751,DC,2017,88,French,8.2,33
2007,Decision Why,Documentary,227007535,Legendary,2003,170,Tamil,8.0,52
2008,Offer Rather,Action,66237486,Lionsgate Films,2012,109,Spanish,7.5,46
2009,Base National,Romance,53435044,Warner Bros,2023,178,Spanish,5.8,30
2010,Born Soldier,Comedy,169551305,Sony Pictures,2006,179,English,7.5,2
2011,Suddenly Although,Documentary,215717666,Lionsgate Films,2021,174,Hindi,8.4,80
2012,Yourself Save,Action,231129183,Marvel Studios,2011,180,Spanish,7.2,18
2013,Million Your,Romance,18239165,Lionsgate Films,2023,158,Spanish,8.8,90
2014,Face Deep,Comedy,248445012,Paramount Pictures,2020,179,Tamil,6.1,98
2015,Movement Summer,Comedy,225700367,Sony Pictures,2016,88,English,8.9,28
2016,Store General,Documentary,104137985,Sony Pictures,2014,83,Korean,8.0,16
2017,Course Sign,Documentary,122527662,Marvel Studios,2000,170,Tamil,6.0,84
2018,Pay Officer,Drama,92663193,Marvel Studios,2003,168,Spanish,7.1,93
2019,Including Point,Thriller,33926781,Sony Pictures,2021,111,Tamil,8.2,56
2020,Environmental Strong,Sci-Fi,166646765,Universal Studios,2003,149,English,7.7,40
2021,Perhaps Value,Romance,145125939,Legendary,2009,177,Spanish,8.9,35
